,text
350624,@LaceySchwimmer i love cpk!!!!! soooo yummy! have fun! 
178582,@KaleyTzuMuffet2 Hahaha! Ohmigosh! Toooooo cute!  Lucy needs a twitter &amp; you two can be buddies! 
333715,"TODAY IS THE DAY of WWDBGOE-Round II Barbecue, barbecue, party time, excellent  Maybe you wanna come?  Ashton, Miley, Paris, Megan...?? ;)"
220641,Work all day 
524303,Off to drive now.. shall miss you Twitter 
334001,Patrick got me a double sidded blowpop  pers?   and im lovin it   ba da da da da 
176303,Leaving Tromsø in a few hours..Mosjøen here I come.. Gonna miss my girl though... 
285563,My Certificate of Eligibility is in da house!  &quot;Thunderbirds are go!!&quot;
49936,Love it! My brother has joined twitter  @fwiceman Good morning hermano!
106098,EXAMS ARE OVER ! Im freeee 
153261,"@leichtleonidas Safe travels, Andy. Sorry it was a shitty week and you didn't win. "
100205,@sk8brdjad3 He woke up? 
34939,@pauldhunt ...and i just scheduled the [PMB] screening of UP at a regular theater. I heard the 3D was nothing to write home about. 
286915,"tea, cake &amp; crochet  new blog post today: http://bit.ly/hOVta"
92071,@yliesan one more match!!!!! Hope he won't lose again 
367855,@coreyburres Yup.  And you come in late most mornings.   I think it balances out. 
353735,"@YadiRose They have such high end designers designing for them now, sucks that we can't even buy online! "
481956,@fallagain thats right! I cant wait! 
518057,@christinaxobaby haha!! ill check her out 
27778,Dam! Been led on my arm and now can't move it much 
492857,Happy birthday @eddiemart! May the next 27 be as great as the last! 
189574,@ForkYouBlog They are closed for about a week due to kitchen fire!!! Hope you haven't left already 
119712,No sunshine today.... but i am in love 
478065,@textualoffender damn! whats up with Bai these days? she only cooks good when i am not around 
495581,cold shower FTW! too bad clothes had to be put back on... IT'S TOO HOT. 
14910,My espresso machine just stopped working. I knew I shouldn't have been looking at the catalogue of new ones while using it. 
188483,"@tobeelynn WYNS , I'd replaced it about a yr ago , it took me 4ever to find it .               "
374429,@lexgoddard How did ya get thru..  i Always get his voicemail without ne option 2 leave a msg. am from India.. Running out of Cash now lol
222230,"hmmm...twittering on mobile, more excuses to ignore people "
271865,Ugh! Hate mornings!! I'm gonna be living off coffee the next 5 weeks.  xoxoxo
142253,"@CynicalM Thanks for sharing, we're happy with it! Nothing to hide from here, just good rates + great service  http://tumblr.com/x2y1wjia7"
506740,Boarding time is 15mins late already and no status update  hope the flight will be on time.
6092,@Teddi14 I'll miss him too 
239944,says goodmorning  http://plurk.com/p/11hrw2
377609,severe case of the mondays 
375545,@zzSOfetch Well some people thought it was funny 
96506,"Not as awesome as if they had done it last year, though. "
483411,@chrisstokes1969 goodnight!  sweet dreams!
1362,"@simonplotkin Oh mate, that is genuinely awful "
185598,@samanthai I am here for your ego and self esteem needs 
408387,@Palomafaith And we ♥ you too!!  Yay for Scotland! 
486454,"@klausbatb Oh and the Waterfordfest continues, according to last nites texting, Cecil is London bound within the next month "
375314,@flyingspatula I'm also set up with Google Synch and Exchange. I just never use that method. Never had to with NuevaSync. It just works. 
350189,@SweetPossum I don 't have your number  Twitter was my only means of feeble communication. lol Next time I will try better!
520529,@iamdiddy I don't even hang around 4 twittassness... or talk to twittass people.... 
260211,Yikes...thinking I might have the same thing..feeling much better today... ITS 34 DEGREES OUTSIDE! -  
140505,"Back at work, should be a nice mellow day "
23604,yay new messages  today playing vollyball with a whole bunch of silly guys lol
97457,"@NinasNiche Thx!! I'm so glad to hear your comment   I need to do more shooting, though ;p"
160019,Signed the lease! Moving in July 1st! 
117448,@Richard_Gable It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today 
527690,Ah.... monday morning and still feeling the hangover from my b-day party 
156942,still playing it 
84033,@butadream Wooooah! 
526210,Nooooo! Its going to rain on my birthday 
427746,With gaby and tati! 
383112,@joeythehoey I want a coma 
229263,"getting my 3rd cup of coffee, so i can bounce and go to the movies! "
70216,"@BethanneElion Can't say that I have, but did have one coiled up in front of the fridge one A.M. - It was huge! Cat brought it in. Nice. "
405269,Been up for 54hrs! Go me! Class till 7pm.. I can do it!! Still no net at home 
294894,@AnnieOleary wow that is crazy  thats like when my dad tried to get those best of both worlds tickets 2 years ago. ridiculous.
515442,I finally have a break from the studio. Here @ the lake about to get some sun and a whole lot of &quot; me time&quot; 
489648,Full owning at crazy taxi on Facebook. It's gangster  as! I wish my car could jump 
9603,Eating some cheesecake!   Abe_A_Ham!! :]
172402,I. Want. To. Go. Home. Now. 
256258,Can't wait to go home... Listening to bob Marley on Radio 1 
240573,Lunch at my desk Today  my desktop has a countdown till 6:30pm EVERYDAY!!
494831,"@chogokin na, ION is a very minimal FAST ROM. yeah, there are too many HERO ROMs out right now. Tried the JAC one but Rosie was too buggy "
171649,@Satans_Thong cardbboard boxes. Best cheap case ever 
200586,@JamesGoiJr @cynstarlight @_DINA @Veebeep @mdossopportune @ThiagaoOliveira @TriumphCIO @belovelloso @BestFoodBaby @Dr_Share_D Thank you 
216059,"@jayemsee to hell with footage, i wanna hear beta details "
382692,@MarloAshley Nope...I finish on Monday!  So I still have the weekend   I am just exciting to be donee for a feww weeks and get a break! ha
486852, I'm smiling because I lost! I lost 24 lbs. so far! Join the thousands of losers! http://bit.ly/vWDW2
176815,OMG I'm so upset!! I had to restore my iPod and now I lost all my apps and dont have an account to get them back 
223593,@limburger2001 I am quite partial to people touching my stuff.. 
396344,It was soo quiet last night with my sister and nephew gone. Kinda sad. I had to put my TV and then the radio up loud to feel less lonely. 
252523,@bsneed23 I went another place and they said it was $250 to start but they don't do breaks on Saturday. Today is it for me for 2 weeks! 
285808,just got over the darkening fields in the mail from www.darkregions.com  can't wait to read it!
254808,"@IndigoCosmo Its at Whole Foods, and just 4 people. "
113710,@shelliwazzu Hahahahaha! get a canoe 
314450,"Just read about Adam Cook. My condolences to the Cooks. Oh my, lost my grandpa earlier this year. And it still is fresh in my mind "
217344,@Cadistra and I still owe an extra RP post from last week 
110650,"\Eatin breakfast, gettin ready, then off to church. "
152824,@hellosascha I'm currently into Emarosa. Their new album is the shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit! Haha 
207729,@PAiN_iS_lOVE you made twitter gay 
213901,the Los Angeles Lakers took Game 5 of the NBA finals and acquired their 15th NBA Championship  *JOY* lol http://tinyurl.com/ksfqpx
297699,it's nice laying out in the sun right now 
328113,@katdish The tips 
276208,"whoa! got the 3.0 update, just when i knew my phone well enuf 2 wk w/one eye open, its like having a new one again! still no mms w/o pw "
153158,@annemi leaving the country really does help. I speak from experience 
49855,I'm back! Betcha missed me 
66509,Ooh. Going to be on SAFM in 10 mins talking about @Food24 Quirky Restaurant Awards. Best get up. Or... get the portable landline. 
194315,happy about kraddam finals! ^.^ disappointed about allison on both idol and antm 
140088,@vboykis G'morning. Sunny London with light breeze. My plants are thriving in the warmth 
385098,@TroyParkerXVI haha. LOL. Alright then.  Glad you're okay na. &gt;_&lt;
140391,"@jameyjasta yo jasta, ur literally my idol, even god if u dont mind me sayin. it wud AMAZIN if u replied. Ive met u b4, ur safe as FUCK "
390340,i think i'm getting sick.  
527003,"@Carl360 i heard about that, unlucky mate "
28049,@mialuna1 i wanna go to florida! It must be so amazing... I've never been to america 
447720,Spending this beautiful day with my wonderful man  
4402,@mickanesey whaaat i wanna go! i have to work though  what's wildlight?
181252,"is feeling very good about herself 2day  payday 2morrow, good grades, new tattoo looking lovely, Sarah is over 4 a few days, life is good!"
122549,@DHughesy ... At home 
79462,beautiful saturday. going for a drive 
10766,My ipod jus died out on me   wut am I gonna do for an hour and a half....
50501,"At last! I've slept. 12 PM-7 PM. Checking my Frendster, Tagged accounts &amp; e-mail. "
268139,AAAAH! 901 unread RSS items 
238367,@8drianopelican0 your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/14279/ 
474498,I just killed the fastest spider i have ever seen... with tape  now my hearts going like 100mph
236235,@okinawajapan I am lost. Please help me find a good home. 
281152,"@ginnyle ?? v�o coi c�i background c?a em coi, � v? follow nhi?u ch?c h? ph?i c� ch??ng tr�nh qu?n l� m?i coi ???c h?t l??ng twit "
413985,"@zebrahead_twits Share whatever you like, interesting or not, that's what Twitter exists for "
378173,Headache 
47491,In the streetz of L.A. going to the pharmacy... my lil prince is sick  Super Mommy's on duty!
164851, i thnk ima cry i feel rlly bad
187363,@yourimpact I love that they are small. Therefore removing any creative blocks. I'm in the art store now eating it all up! 
217130,@dian_yach really love that song too Dee...very deep indeed 
473714,wahhh I got to get up tomorrow for work so no lie in this weekend 
218125,I love home runs! 
98337,Trying to find the 5 guys and fries place colorado and i have no idea where its at 
325378,My boyfriend doesn't love me    I love you jose even though you don't care at all 
475277,@aka55 @kaotic oh yeah. do want but can't has 
276603,Failed at the &quot;me&quot; day. . maybe sometime during the week 
118457,going to go rent some movies  anyone got any ideas?
280116,is @ the AA Hotel 
369549,at shirly's 
402805,Getting some food whilst listening to Trivium - not at all bad 
438212,reed: limpy wimpy sweety peety spicy fiesty party man child   lol lylee i had so much fun we should have another sleepover! cass &lt;3's u!
132505,I was so excited thinking the series finale of Housewives of NJ was today... it's tomorrow 
469534,OSN Trio action! Harry Potter &amp; The Half-Blood Prince ftmfw!! Loved their little intro. D-rad is adorable 
294100,Softball game again tomorrow. 
301688,"@keeranj the real questions is, does he make sense after the long conversation "
354907,"@asiakadoodle sadly, no  we HAVE to all hang out again one night with macaroni and plastic ducks. i pretty much live with meme now."
116750,http://twitpic.com/7jec2 - Puppies tell me bye 
348725,Not getting a 16th birthday party   well I kinda gessed 
522929,@Protegez_Moi stop posting abou eurovision you loser! i did watch it though 
477238,"@PURBLISS Oh, thank you :3  I'll ship that out tomorrow "
438209,pore guinea pig's teeth are loose! 
